epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,3619.47,0.95178,0.52559,0.91494,0.84673,0.79621,0.85058,0.50496,1.39875,0.76657,1.04086,0.002674,0.002674,0.002674
187,3638.19,0.93799,0.51294,0.9114,0.90901,0.7549,0.85063,0.50076,1.41089,0.76898,1.0405,0.0026344,0.0026344,0.0026344
188,3657.46,0.91738,0.50651,0.90069,0.83897,0.80755,0.85159,0.50328,1.41636,0.77352,1.04595,0.0025948,0.0025948,0.0025948
189,3676.26,0.9281,0.50653,0.90775,0.82929,0.81138,0.84522,0.49756,1.41597,0.77789,1.0477,0.0025552,0.0025552,0.0025552
190,3696.26,0.91989,0.50974,0.91298,0.81607,0.82011,0.84327,0.49363,1.42098,0.78535,1.05125,0.0025156,0.0025156,0.0025156
191,3715.96,0.95485,0.52668,0.92275,0.8208,0.82717,0.84505,0.50154,1.41926,0.77756,1.04921,0.002476,0.002476,0.002476
192,3735.55,0.92979,0.50719,0.91389,0.82045,0.83112,0.84975,0.50182,1.42423,0.76647,1.05023,0.0024364,0.0024364,0.0024364
193,3754.69,0.93172,0.5188,0.91281,0.81232,0.83538,0.84946,0.49915,1.42261,0.74541,1.04638,0.0023968,0.0023968,0.0023968
194,3774.27,0.91738,0.5087,0.90958,0.81174,0.84101,0.84803,0.49927,1.42274,0.75052,1.04852,0.0023572,0.0023572,0.0023572
195,3793.39,0.90065,0.50268,0.90112,0.81487,0.83722,0.84525,0.49974,1.41871,0.7535,1.04621,0.0023176,0.0023176,0.0023176
196,3813.34,0.90706,0.50213,0.9011,0.81181,0.83801,0.84507,0.50366,1.41567,0.76776,1.04592,0.002278,0.002278,0.002278
197,3833.38,0.92811,0.50636,0.90897,0.81888,0.82767,0.84568,0.49635,1.40937,0.76852,1.04079,0.0022384,0.0022384,0.0022384
198,3852.32,0.92333,0.4998,0.90709,0.82903,0.8332,0.8512,0.50322,1.41093,0.75645,1.0381,0.0021988,0.0021988,0.0021988
199,3871.58,0.91361,0.49136,0.90481,0.82906,0.83253,0.8556,0.51151,1.40539,0.74836,1.03627,0.0021592,0.0021592,0.0021592
200,3891.62,0.89942,0.49888,0.89761,0.8237,0.83221,0.85197,0.50886,1.40363,0.75016,1.03687,0.0021196,0.0021196,0.0021196
201,3912.01,0.90309,0.49921,0.90755,0.8328,0.83469,0.85236,0.5087,1.3993,0.75276,1.03644,0.00208,0.00208,0.00208
202,3930.85,0.8823,0.49389,0.89889,0.81295,0.82517,0.84951,0.50862,1.39989,0.75365,1.03674,0.0020404,0.0020404,0.0020404
203,3950.09,0.88865,0.49363,0.90383,0.8989,0.76329,0.84999,0.50933,1.40158,0.751,1.03624,0.0020008,0.0020008,0.0020008
204,3968.64,0.87063,0.48747,0.8913,0.90698,0.75968,0.85096,0.51083,1.4048,0.75248,1.03547,0.0019612,0.0019612,0.0019612
205,3987.47,0.89819,0.48721,0.90301,0.83594,0.8106,0.85066,0.51015,1.40308,0.76108,1.03784,0.0019216,0.0019216,0.0019216
206,4006.08,0.88804,0.48869,0.90456,0.83523,0.81499,0.85233,0.50567,1.40523,0.7586,1.03651,0.001882,0.001882,0.001882
207,4024.79,0.9,0.50539,0.90312,0.83525,0.81648,0.8557,0.50649,1.41461,0.7536,1.04205,0.0018424,0.0018424,0.0018424
208,4043.64,0.88844,0.48352,0.90219,0.83349,0.82024,0.85447,0.50617,1.41732,0.7487,1.04255,0.0018028,0.0018028,0.0018028
209,4062.8,0.88232,0.48122,0.90049,0.83354,0.82025,0.85132,0.50049,1.42029,0.74889,1.044,0.0017632,0.0017632,0.0017632
210,4082.09,0.85784,0.479,0.88943,0.83628,0.82289,0.84816,0.50065,1.41852,0.75974,1.04084,0.0017236,0.0017236,0.0017236
211,4101.04,0.84951,0.47464,0.89859,0.85285,0.83328,0.85071,0.5035,1.4181,0.76502,1.04034,0.001684,0.001684,0.001684
212,4120.32,0.86566,0.48051,0.90698,0.84988,0.83232,0.85095,0.50478,1.41755,0.77181,1.04277,0.0016444,0.0016444,0.0016444
213,4140.28,0.86179,0.47011,0.89941,0.84493,0.82306,0.84766,0.50656,1.41433,0.7704,1.04546,0.0016048,0.0016048,0.0016048
214,4159.64,0.84762,0.45957,0.89342,0.84891,0.82703,0.84749,0.50404,1.41248,0.75709,1.04302,0.0015652,0.0015652,0.0015652
215,4179.41,0.85758,0.4806,0.89617,0.84355,0.82265,0.85048,0.50976,1.4071,0.74339,1.04509,0.0015256,0.0015256,0.0015256
216,4199.1,0.84761,0.46469,0.89995,0.84529,0.82357,0.84996,0.50921,1.40492,0.73971,1.04535,0.001486,0.001486,0.001486
217,4219.44,0.84889,0.46791,0.89101,0.8393,0.83416,0.85668,0.50888,1.40372,0.74089,1.04452,0.0014464,0.0014464,0.0014464
218,4239.15,0.8582,0.47034,0.89692,0.82833,0.83885,0.85411,0.50105,1.40455,0.73969,1.04602,0.0014068,0.0014068,0.0014068
219,4258.55,0.85425,0.47328,0.89325,0.83803,0.83786,0.85669,0.50527,1.40285,0.73824,1.04465,0.0013672,0.0013672,0.0013672
220,4277.3,0.83803,0.46167,0.88689,0.8234,0.83902,0.85664,0.50468,1.39705,0.74343,1.04257,0.0013276,0.0013276,0.0013276
221,4296.57,0.833,0.45811,0.88958,0.82432,0.84072,0.85562,0.50962,1.39669,0.74393,1.04338,0.001288,0.001288,0.001288
222,4316.76,0.84507,0.4631,0.89261,0.82469,0.84315,0.8564,0.50723,1.3984,0.74227,1.0458,0.0012484,0.0012484,0.0012484
223,4337.12,0.833,0.45383,0.88626,0.82829,0.85062,0.86208,0.5062,1.39938,0.74948,1.04709,0.0012088,0.0012088,0.0012088
224,4357.53,0.83676,0.45858,0.88606,0.8338,0.85068,0.8619,0.51005,1.39672,0.7463,1.04711,0.0011692,0.0011692,0.0011692
225,4377.82,0.82241,0.46184,0.89074,0.83341,0.85085,0.86015,0.50738,1.39942,0.75014,1.04922,0.0011296,0.0011296,0.0011296
226,4396.88,0.81208,0.4474,0.88442,0.83221,0.85079,0.86071,0.50641,1.3974,0.75197,1.04811,0.00109,0.00109,0.00109
227,4416.24,0.82353,0.45893,0.88556,0.82392,0.84388,0.85466,0.50583,1.39528,0.75615,1.04746,0.0010504,0.0010504,0.0010504
228,4435.41,0.82302,0.45962,0.88439,0.81597,0.83868,0.85001,0.50513,1.39761,0.75604,1.0472,0.0010108,0.0010108,0.0010108
229,4454.75,0.81952,0.44519,0.88637,0.81554,0.83774,0.8528,0.5075,1.39898,0.75318,1.04875,0.0009712,0.0009712,0.0009712
230,4473.97,0.83061,0.45884,0.88692,0.81541,0.83672,0.85516,0.50941,1.39944,0.75195,1.05043,0.0009316,0.0009316,0.0009316
231,4493.06,0.80081,0.44376,0.88395,0.81474,0.83686,0.85626,0.50667,1.40042,0.75235,1.05193,0.000892,0.000892,0.000892
232,4512.62,0.80827,0.44626,0.87891,0.8131,0.83455,0.85391,0.504,1.40569,0.74809,1.05434,0.0008524,0.0008524,0.0008524
233,4531.48,0.81083,0.44973,0.88096,0.81359,0.83376,0.85371,0.50217,1.40478,0.74974,1.05465,0.0008128,0.0008128,0.0008128
234,4550.72,0.80813,0.44658,0.88332,0.81661,0.83279,0.85459,0.50773,1.40276,0.74799,1.0549,0.0007732,0.0007732,0.0007732
235,4569.59,0.8072,0.45477,0.88135,0.82036,0.83139,0.8545,0.50699,1.40488,0.74742,1.05518,0.0007336,0.0007336,0.0007336
236,4588.49,0.78896,0.43627,0.87774,0.82213,0.83181,0.85421,0.50757,1.40568,0.74517,1.05615,0.000694,0.000694,0.000694
237,4608.05,0.80678,0.44604,0.88238,0.81981,0.83185,0.8524,0.5058,1.40371,0.74735,1.05601,0.0006544,0.0006544,0.0006544
238,4626.82,0.7963,0.43649,0.88241,0.81881,0.83321,0.85362,0.50854,1.40488,0.75026,1.05587,0.0006148,0.0006148,0.0006148
239,4645.75,0.78943,0.44075,0.87803,0.81757,0.82966,0.85207,0.50907,1.40311,0.75172,1.05539,0.0005752,0.0005752,0.0005752
240,4664.53,0.79107,0.4299,0.88466,0.81956,0.82671,0.85185,0.50687,1.40544,0.75299,1.05607,0.0005356,0.0005356,0.0005356
241,4776.05,0.80049,0.40981,0.88478,0.81873,0.8273,0.8501,0.50438,1.40651,0.74904,1.05629,0.000496,0.000496,0.000496
242,4794.25,0.7562,0.39629,0.86926,0.82049,0.8301,0.85013,0.50209,1.4099,0.74541,1.05696,0.0004564,0.0004564,0.0004564
243,4813.36,0.77476,0.39849,0.87293,0.8215,0.82904,0.85056,0.50366,1.40874,0.74683,1.05688,0.0004168,0.0004168,0.0004168
244,4831.9,0.75717,0.39847,0.87114,0.82194,0.82802,0.85004,0.50462,1.41091,0.74525,1.05744,0.0003772,0.0003772,0.0003772
245,4850.59,0.74999,0.39329,0.86897,0.82182,0.82959,0.8493,0.50135,1.41239,0.74402,1.05857,0.0003376,0.0003376,0.0003376
246,4869.75,0.74676,0.39023,0.86475,0.82243,0.82972,0.84922,0.50096,1.41495,0.74548,1.05816,0.000298,0.000298,0.000298
247,4889.39,0.74488,0.38766,0.87393,0.82295,0.82969,0.85003,0.50207,1.41376,0.74569,1.05831,0.0002584,0.0002584,0.0002584
248,4907.83,0.74469,0.38638,0.87265,0.82302,0.82923,0.84988,0.50285,1.41421,0.74436,1.05896,0.0002188,0.0002188,0.0002188
249,4927.62,0.72928,0.37612,0.86299,0.86536,0.79138,0.85048,0.50602,1.41496,0.74623,1.05853,0.0001792,0.0001792,0.0001792
250,4946.69,0.72879,0.37752,0.86415,0.85929,0.80151,0.85119,0.50372,1.414,0.74565,1.05779,0.0001396,0.0001396,0.0001396
